Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,191,6304760,20682,209,96,0,0,0,0,65,2363874,3131,41,5,0,0,0,0,1,0,0,0,0,0,0,6,488,429,-1,1,1
2,209,20634,6316741,276,96,0,0,0,0,41,3131,2364154,67,5,0,0,0,0,2,249514,6303632,249514,6303632,249514,0,6,488,429,-1,1,1
1,191,6304760,21844,218,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,6,506,447,-1,1,1
2,218,21796,6317903,285,106,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,6303632,0,6303632,0,0,6,506,447,-1,1,1
1,413,6319959,12634288,614,156,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1163,1097,-1,1,1
2,263,27131,6322779,324,156,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1163,1097,-1,1,1
1,191,6304760,22726,225,116,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,520,461,-1,1,1
2,225,22678,6318785,292,116,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,520,461,-1,1,1
1,192,6304830,23566,231,126,0,0,0,0,1,70,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,533,473,-1,1,1
2,231,23518,6319695,299,126,0,0,0,0,2,280,350,3,5,0,0,0,0,2,0,0,0,0,0,0,4,533,473,-1,1,1
1,192,6304830,24721,240,136,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,550,487,-1,1,1
2,240,24673,6320780,307,136,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,550,487,-1,1,1
1,366,12608249,33506,360,146,0,0,0,0,71,2626415,3609,46,5,0,0,0,0,1,0,0,0,0,0,0,6,850,786,-1,1,1
2,361,33500,12625319,489,146,0,0,0,0,46,3609,2626975,75,5,0,0,0,0,2,262641,6303303,262641,6303303,262641,0,6,850,786,-1,1,1
1,366,12608249,34430,368,156,0,0,0,0,0,0,602,5,4,0,0,0,0,1,0,0,0,0,0,0,6,870,806,-1,1,1
2,369,34424,12626243,497,156,0,0,0,0,5,602,602,5,4,0,0,0,0,2,0,6303303,0,6303303,0,0,6,870,806,-1,1,1
1,366,12608249,35312,375,166,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,884,820,-1,1,1
2,376,35306,12627125,504,166,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,884,820,-1,1,1
1,366,12608249,36152,381,176,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,896,832,-1,1,1
2,382,36146,12627965,510,176,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,896,832,-1,1,1
1,13,1102,16522,119,131,0,0,0,0,0,0,763,5,5,0,0,0,0,1,0,0,0,0,0,0,4,239,178,-1,1,1
2,116,16272,16356,118,131,0,0,0,0,5,763,763,5,5,0,0,0,0,2,0,0,0,0,0,0,4,239,178,-1,1,1
1,14,1172,17404,126,141,0,0,0,0,1,70,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,254,192,-1,1,1
2,123,17154,17308,126,141,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,254,192,-1,1,1
1,14,1172,18286,133,151,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,270,206,-1,1,1
2,131,18106,18190,133,151,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,270,206,-1,1,1
1,413,6319959,12635170,621,166,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1177,1111,-1,1,1
2,270,28013,6323661,331,166,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1177,1111,-1,1,1
1,14,1172,19168,140,161,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,284,220,-1,1,1
2,138,18988,19072,140,161,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,284,220,-1,1,1
1,14,1172,20330,149,171,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,298,234,-1,1,1
2,147,20150,20234,149,171,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,298,234,-1,1,1
1,14,1172,21212,156,181,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,316,252,-1,1,1
2,154,21032,21116,156,181,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,316,252,-1,1,1
1,14,1172,22094,163,191,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,330,266,-1,1,1
2,161,21914,21998,163,191,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,330,266,-1,1,1
1,189,6304641,30664,282,201,0,0,0,0,29,788619,2206,27,5,0,0,0,0,1,192,7614,192,7614,192,0,6,631,567,-1,1,1
2,168,22796,22880,170,201,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,6,631,567,-1,1,1
1,189,6304641,31826,291,211,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,7614,0,7614,0,0,6,645,581,-1,1,1
2,177,23958,24042,179,211,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,6,645,581,-1,1,1
1,189,6304641,32708,298,221,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,663,599,-1,1,1
2,184,24840,24924,186,221,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,663,599,-1,1,1
1,189,6304641,33590,305,231,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,677,613,-1,1,1
2,191,25722,25806,193,231,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,677,613,-1,1,1
1,189,6304641,34514,313,241,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,0,4,693,629,-1,1,1
2,199,26646,26730,201,241,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,0,4,693,629,-1,1,1
1,362,12608002,42915,429,251,0,0,0,0,32,919889,2273,28,4,0,0,0,0,1,199,7417,199,7417,199,0,6,987,923,-1,1,1
2,205,27486,27570,207,251,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,0,6,987,923,-1,1,1
1,12,1032,9292,69,56,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,140,90,-1,1,1
2,68,9202,9202,68,56,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,140,90,-1,1,1
1,13,1102,10405,77,66,0,0,0,0,1,70,833,6,5,0,0,0,0,1,0,0,0,0,0,0,4,156,102,-1,1,1
2,76,10315,10315,76,66,0,0,0,0,5,763,763,5,5,0,0,0,0,2,0,0,0,0,0,0,4,156,102,-1,1,1
1,13,1102,11287,84,76,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,171,116,-1,1,1
2,83,11197,11197,83,76,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,171,116,-1,1,1
1,13,1102,12127,90,86,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,183,128,-1,1,1
2,89,12037,12037,89,86,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,183,128,-1,1,1
1,13,1102,13009,97,96,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,197,142,-1,1,1
2,96,12919,12919,96,96,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,197,142,-1,1,1
1,13,1102,14171,106,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,215,160,-1,1,1
2,105,14081,14081,105,106,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,215,160,-1,1,1
1,13,1102,15053,113,116,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,230,174,-1,1,1
2,113,15033,14963,112,116,0,0,0,0,5,630,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,230,174,-1,1,1
1,14,1172,15963,120,126,0,0,0,0,1,70,350,3,5,0,0,0,0,1,0,0,0,0,0,0,4,243,186,-1,1,1
2,119,15873,15873,119,126,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,243,186,-1,1,1
1,14,1172,17048,128,136,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,0,4,259,200,-1,1,1
2,127,16958,16958,127,136,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,0,4,259,200,-1,1,1
1,14,1172,18168,136,146,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,272,212,-1,1,1
2,135,18078,18078,135,146,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,272,212,-1,1,1
1,14,1172,19008,142,156,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,288,228,-1,1,1
2,141,18918,18918,141,156,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,288,228,-1,1,1
1,14,1172,19974,151,166,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,306,246,-1,1,1
2,150,19884,19884,150,166,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,306,246,-1,1,1
1,189,6304641,28545,270,176,0,0,0,0,71,2626399,3329,44,5,0,0,0,0,1,0,0,0,0,0,0,6,607,547,-1,1,1
2,270,28497,6324193,331,176,0,0,0,0,44,3329,2626679,73,5,0,0,0,0,2,315147,6303353,315147,6303353,315147,0,6,607,547,-1,1,1
1,666,36272,47823,744,96,0,0,0,0,95,5130,5410,97,4,0,0,0,0,1,518,34884,518,34884,518,0,6,1486,1423,-1,1,1
2,746,48055,47733,743,96,0,0,0,0,97,5410,5410,97,4,0,0,0,0,2,518,34884,518,34884,518,0,6,1486,1423,-1,1,1
1,857,46574,59287,944,106,0,0,0,0,99,5334,5894,103,5,0,0,0,0,1,502,44874,502,44874,502,0,6,1876,1813,-1,1,1
2,946,59519,59197,943,106,0,0,0,0,103,5894,5894,103,5,0,0,0,0,2,502,44874,502,44874,502,0,6,1876,1813,-1,1,1
1,1214,6359454,77925,1255,116,0,0,0,0,252,6306888,12694,206,5,0,0,0,0,1,1156,61620,1156,61620,1156,0,8,2524,2460,-1,1,1
2,1147,70877,70555,1144,116,0,0,0,0,104,5960,5960,104,5,0,0,0,0,2,534,55404,534,55404,534,0,8,2524,2460,-1,1,1
1,1419,6370929,90352,1468,126,0,0,0,0,96,5184,5506,99,5,0,0,0,0,1,561,74587,561,74587,561,0,8,2995,2931,-1,1,1
2,1348,82235,81913,1345,126,0,0,0,0,99,5506,5506,99,5,0,0,0,0,2,561,66312,561,66312,561,0,8,2995,2931,-1,1,1
1,1607,6381081,101659,1665,136,0,0,0,0,96,5184,5576,100,4,0,0,0,0,1,-7084,0,-7084,0,-7084,0,8,3388,3321,-1,1,1
2,1545,93542,93220,1542,136,0,0,0,0,99,5506,5506,99,4,0,0,0,0,2,561,76464,561,76464,561,0,8,3388,3321,-1,1,1
1,1805,6391777,113447,1871,146,0,0,0,0,100,5400,6002,105,5,0,0,0,0,1,588,87102,588,87102,588,0,6,3803,3735,-1,1,1
2,1751,105330,105008,1748,146,0,0,0,0,105,6002,6002,105,5,0,0,0,0,2,588,87102,588,87102,588,0,6,3803,3735,-1,1,1
1,1998,6402199,124751,2071,156,0,0,0,0,98,5292,5894,103,5,0,0,0,0,1,583,97524,583,97524,583,0,6,4203,4135,-1,1,1
2,1951,116634,116312,1948,156,0,0,0,0,103,5894,5894,103,5,0,0,0,0,2,583,97524,583,97524,583,0,6,4203,4135,-1,1,1
1,2193,6412729,136121,2272,166,0,0,0,0,103,5562,6122,107,5,0,0,0,0,1,604,108054,604,108054,604,0,6,4605,4537,-1,1,1
2,2152,128004,127682,2149,166,0,0,0,0,107,6122,6122,107,5,0,0,0,0,2,604,108054,604,108054,604,0,6,4605,4537,-1,1,1
1,2387,6423193,147467,2473,176,0,0,0,0,102,5508,5830,105,5,0,0,0,0,1,594,118422,594,118422,594,0,6,5005,4937,-1,1,1
2,2353,139350,139028,2350,176,0,0,0,0,105,5830,5830,105,5,0,0,0,0,2,594,118422,594,118422,594,0,6,5005,4937,-1,1,1
1,2674,6439899,6198801,2829,186,0,0,0,0,195,11738,6045764,259,5,0,0,0,0,1,565150,5774410,565150,5774410,565150,0,8,5635,5567,-1,1,1
2,2708,6190446,156938,2647,186,0,0,0,0,258,6045526,12340,200,5,0,0,0,0,2,1165,134556,1165,134556,1165,0,8,5635,5567,-1,1,1
1,2971,6457554,12513099,3195,196,0,0,0,0,192,11540,6045620,257,5,0,0,0,0,1,604522,12481894,604522,12481894,604522,0,8,6328,6260,-1,1,1
2,3076,12505024,175433,2950,196,0,0,0,0,256,6045566,12100,196,5,0,0,0,0,2,1175,152625,1175,152625,1175,0,8,6328,6260,-1,1,1
1,3330,12508807,12793932,3501,206,0,0,0,0,253,6045060,12154,197,4,0,0,0,0,1,-644624,0,-644624,0,-644624,0,10,6978,6910,-1,1,1
2,3383,12785899,6227526,3315,206,0,0,0,0,198,12196,6045620,257,4,0,0,0,0,2,-15057,0,-15057,0,-15057,0,10,6978,6910,-1,1,1
1,3538,12782659,12806527,3716,216,0,0,0,0,95,5130,5452,98,5,0,0,0,0,1,496,6464360,496,6464360,496,0,8,7424,7356,-1,1,1
2,3598,12798494,6502260,3530,216,0,0,0,0,98,5452,5452,98,5,0,0,0,0,2,496,6464293,496,6464293,496,0,8,7424,7356,-1,1,1
1,610,6327251,38793,595,51,0,0,0,0,151,1975179,8475,137,5,0,0,0,0,1,0,0,0,0,0,0,8,1248,1193,-1,1,1
2,488,31526,31278,486,51,0,0,0,0,99,5690,5690,99,5,0,0,0,0,2,507,22410,507,22410,507,0,8,1248,1193,-1,1,1
1,802,6337635,50059,794,61,0,0,0,0,97,5254,5534,99,5,0,0,0,0,1,0,0,0,0,0,0,8,1641,1585,-1,1,1
2,686,42722,42474,684,61,0,0,0,0,98,5464,5464,98,5,0,0,0,0,2,513,32616,513,32616,513,0,8,1641,1585,-1,1,1
1,1104,6355536,6365071,1170,71,0,0,0,0,126,7465,1975405,152,4,0,0,0,0,1,0,0,0,0,0,0,6,2328,2268,-1,1,1
2,1063,6357804,61488,994,71,0,0,0,0,153,1975475,7815,129,4,0,0,0,0,2,697,50517,697,50517,697,0,6,2328,2268,-1,1,1
1,1293,6365742,6376439,1368,81,0,0,0,0,92,4968,5528,96,4,0,0,0,0,1,0,0,0,0,0,0,6,2720,2660,-1,1,1
2,1261,6369172,72856,1192,81,0,0,0,0,96,5528,5528,96,4,0,0,0,0,2,453,60723,453,60723,453,0,6,2720,2660,-1,1,1
1,1483,6376002,6387581,1565,91,0,0,0,0,94,5076,5636,98,5,0,0,0,0,1,507,6367213,507,6367213,507,0,6,3124,3064,-1,1,1
2,1458,6380314,83998,1389,91,0,0,0,0,98,5636,5636,98,5,0,0,0,0,2,507,71145,507,71145,507,0,6,3124,3064,-1,1,1
1,1848,12689719,6406530,1876,101,0,0,0,0,153,2106395,8419,136,5,0,0,0,0,1,796,6385044,796,6385044,796,0,8,3801,3741,-1,1,1
2,1656,6391510,95194,1587,101,0,0,0,0,98,5636,5636,98,5,0,0,0,0,2,491,81297,491,81297,491,0,8,3801,3741,-1,1,1
1,2039,12700021,6417714,2074,111,0,0,0,0,93,5022,5302,95,5,0,0,0,0,1,453,6395304,453,6395304,453,0,8,4197,4137,-1,1,1
2,1854,6402694,106378,1785,111,0,0,0,0,95,5302,5302,95,5,0,0,0,0,2,453,91557,453,91557,453,0,8,4197,4137,-1,1,1
1,2233,12710497,6429422,2278,121,0,0,0,0,95,5130,5690,99,5,0,0,0,0,1,639810,6398101,639810,6398101,639810,0,6,4599,4539,-1,1,1
2,2057,6414332,118016,1988,121,0,0,0,0,99,5690,5690,99,5,0,0,0,0,2,486,102033,486,102033,486,0,6,4599,4539,-1,1,1
1,2427,12720989,6440887,2478,131,0,0,0,0,97,5238,6001,102,4,0,0,0,0,1,491,6408469,491,6408469,491,0,6,5002,4939,-1,1,1
2,2257,6425797,129481,2188,131,0,0,0,0,102,6001,6001,102,4,0,0,0,0,2,469,112401,469,112401,469,0,6,5002,4939,-1,1,1
1,2750,12740192,12756224,2862,141,0,0,0,0,136,8029,2238609,167,5,0,0,0,0,1,250022,12722850,250022,12722850,250022,0,8,5717,5652,-1,1,1
2,2464,6437495,141179,2395,141,0,0,0,0,105,6002,6002,105,5,0,0,0,0,2,507,123147,507,123147,507,0,8,5717,5652,-1,1,1
1,2947,12750818,12767732,3066,151,0,0,0,0,96,5172,5494,99,5,0,0,0,0,1,-642520,0,-642520,0,-642520,0,8,6128,6063,-1,1,1
2,2669,6449045,152687,2599,151,0,0,0,0,100,5536,5494,99,5,0,0,0,0,2,464,133785,464,133785,464,0,8,6128,6063,-1,1,1
1,3136,12761024,12778820,3262,161,0,0,0,0,92,4968,5248,94,4,0,0,0,0,1,453,6440059,453,6440059,453,0,6,6520,6455,-1,1,1
2,2865,6460133,163775,2795,161,0,0,0,0,94,5248,5248,94,4,0,0,0,0,2,453,143991,453,143991,453,0,6,6520,6455,-1,1,1
1,3322,12771068,12790026,3457,171,0,0,0,0,93,5022,5582,97,5,0,0,0,0,1,496,6450481,496,6450481,496,0,6,6924,6859,-1,1,1
2,3060,6471339,174981,2990,171,0,0,0,0,97,5582,5582,97,5,0,0,0,0,2,496,154413,496,154413,496,0,6,6924,6859,-1,1,1
1,850,46168,54568,907,56,0,0,0,0,191,10314,10874,195,5,0,0,0,0,1,1031,44496,1031,44496,1031,0,8,1788,1736,-1,1,1
2,479,31224,31546,482,56,0,0,0,0,98,5636,5636,98,5,0,0,0,0,2,513,22032,513,22032,513,0,8,1788,1736,-1,1,1
1,1229,66650,76181,1295,66,0,0,0,0,187,10114,10807,191,5,0,0,0,0,1,901,64422,901,64422,901,0,9,2553,2496,-1,1,1
2,679,42701,43023,682,66,0,0,0,0,100,5909,5909,100,5,0,0,0,0,2,453,31914,453,31914,453,0,9,2553,2496,-1,1,1
1,1604,86900,97383,1678,76,0,0,0,0,186,10044,10674,191,5,0,0,0,0,1,923,84834,923,84834,923,0,8,3323,3266,-1,1,1
2,874,53735,54057,877,76,0,0,0,0,97,5582,5582,97,5,0,0,0,0,2,464,42174,464,42174,464,0,8,3323,3266,-1,1,1
1,1980,107204,118569,2061,86,0,0,0,0,187,10098,10378,189,4,0,0,0,0,1,918,105030,918,105030,918,0,8,4085,4028,-1,1,1
2,1068,64715,65037,1071,86,0,0,0,0,95,5302,5302,95,4,0,0,0,0,2,459,52218,459,52218,459,0,8,4085,4028,-1,1,1
1,2536,6431235,147966,2565,96,0,0,0,0,228,930473,12659,221,5,0,0,0,0,1,1285,133491,1285,133491,1285,0,8,5149,5092,-1,1,1
2,1378,83648,6379444,1439,96,0,0,0,0,123,7367,925461,132,5,0,0,0,0,2,158147,6365731,158147,6365731,158147,0,8,5149,5092,-1,1,1
1,2939,6452997,170890,2977,106,0,0,0,0,193,10422,10982,197,5,0,0,0,0,1,977,155253,977,155253,977,0,8,5974,5917,-1,1,1
2,1589,95718,6391556,1651,106,0,0,0,0,100,5744,5744,100,5,0,0,0,0,2,491,6376693,491,6376693,491,0,8,5974,5917,-1,1,1
1,3334,6474327,193102,3379,116,0,0,0,0,191,10314,10874,195,5,0,0,0,0,1,1031,177339,1031,177339,1031,0,8,6806,6749,-1,1,1
2,1794,107292,6403130,1856,116,0,0,0,0,100,5744,5744,100,5,0,0,0,0,2,518,6387763,518,6387763,518,0,8,6806,6749,-1,1,1
1,3718,6495063,214720,3770,126,0,0,0,0,187,10098,10378,189,5,0,0,0,0,1,912,197373,912,197373,912,0,8,7562,7505,-1,1,1
2,1993,118542,6414450,2056,126,0,0,0,0,95,5302,5372,96,5,0,0,0,0,2,453,6397753,453,6397753,453,0,8,7562,7505,-1,1,1
1,4111,6516301,236973,4170,136,0,0,0,0,190,10260,10540,192,5,0,0,0,0,1,945,218487,945,218487,945,0,8,8363,8301,-1,1,1
2,2198,130281,6426119,2260,136,0,0,0,0,97,5426,5356,96,5,0,0,0,0,2,469,6408337,469,6408337,469,0,8,8363,8301,-1,1,1
1,4499,6537229,259063,4567,146,0,0,0,0,191,10314,10874,195,5,0,0,0,0,1,945,239331,945,239331,945,0,8,9153,9091,-1,1,1
2,2403,142015,6437853,2465,146,0,0,0,0,99,5690,5690,99,5,0,0,0,0,2,469,6418813,469,6418813,469,0,8,9153,9091,-1,1,1
1,4866,6557023,279809,4942,156,0,0,0,0,182,9804,10364,186,5,0,0,0,0,1,869,258987,869,258987,869,0,8,9905,9843,-1,1,1
2,2595,152863,6448743,2658,156,0,0,0,0,95,5450,5492,96,5,0,0,0,0,2,437,6428749,437,6428749,437,0,8,9905,9843,-1,1,1
1,5251,6577813,301481,5334,166,0,0,0,0,187,10098,10658,191,5,0,0,0,0,1,918,279939,918,279939,918,0,8,10695,10633,-1,1,1
2,2797,164275,6460155,2860,166,0,0,0,0,99,5690,5690,99,5,0,0,0,0,2,464,6439279,464,6439279,464,0,8,10695,10633,-1,1,1
1,5616,6597523,322073,5706,176,0,0,0,0,178,9612,9892,180,4,0,0,0,0,1,966,299649,966,299649,966,0,8,11439,11377,-1,1,1
2,2987,175039,6470919,3050,176,0,0,0,0,91,5086,5086,91,4,0,0,0,0,2,486,6449215,486,6449215,486,0,8,11439,11377,-1,1,1
1,11,926,11335,84,76,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,168,112,-1,1,1
2,82,11155,11155,82,76,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,168,112,-1,1,1
1,11,926,12217,91,86,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,0,4,182,126,-1,1,1
2,89,12037,12037,89,86,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,0,4,182,126,-1,1,1
1,121,8467,6316748,275,96,0,0,0,0,42,3049,2757949,76,5,0,0,0,0,1,0,0,0,0,0,0,7,484,428,-1,1,1
2,270,6316346,20460,206,96,0,0,0,0,76,2757949,3329,44,5,0,0,0,0,2,0,0,0,0,0,0,7,484,428,-1,1,1
1,121,8467,6317910,284,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,630335,6303353,630335,6303353,630335,0,6,502,446,-1,1,1
2,279,6317508,21622,215,106,0,0,0,0,4,560,560,4,5,0,0,0,0,2,742,7425,742,7425,742,0,6,502,446,-1,1,1
1,121,8467,6318792,291,116,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,0,4,516,460,-1,1,1
2,286,6318390,22504,222,116,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,0,4,516,460,-1,1,1
1,296,6311951,6328225,423,126,0,0,0,0,77,2888954,4125,56,5,0,0,0,0,1,377,8407,377,8407,377,0,6,829,773,-1,1,1
