Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
2,2642,12741319,165146,2742,146,0,0,0,0,100,5740,5740,100,5,0,0,0,0,2,507,115668,507,115668,507,0,7,5771,5671,-1,1,1
3,2727,164290,19044679,2815,146,0,0,0,0,100,5740,5740,100,5,0,0,0,0,3,507,6418954,507,6418954,507,0,7,5771,5671,-1,1,1
1,313,6322164,18646,137,156,0,0,0,0,4,556,598,5,5,0,0,0,0,1,0,0,0,0,0,0,6,6194,6094,-1,1,1
2,2844,12752701,176486,2943,156,0,0,0,0,100,5716,5674,99,5,0,0,0,0,2,502,126090,502,126090,502,0,6,6194,6094,-1,1,1
3,2926,175546,19056061,3017,156,0,0,0,0,98,5632,5716,100,5,0,0,0,0,3,12609,126090,12609,126090,12609,0,6,6194,6094,-1,1,1
1,428,6330464,19522,144,166,0,0,0,0,47,3670,556,4,5,0,0,0,0,1,0,0,0,0,0,0,7,6707,6607,-1,1,1
2,3039,12763717,187502,3138,166,0,0,0,0,96,5512,5512,96,5,0,0,0,0,2,480,136242,480,136242,480,0,7,6707,6607,-1,1,1
3,3120,186520,19074543,3321,166,0,0,0,0,96,5512,8626,139,5,0,0,0,0,3,1750,143592,1750,143592,1750,0,7,6707,6607,-1,1,1
1,434,6331298,20356,150,176,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,7,7109,7009,-1,1,1
2,3235,12774811,198596,3334,176,0,0,0,0,96,5354,5354,96,5,0,0,0,0,2,491,146448,491,146448,491,0,7,7109,7009,-1,1,1
3,3316,197614,19085637,3517,176,0,0,0,0,96,5354,5354,96,5,0,0,0,0,3,491,153798,491,153798,491,0,7,7109,7009,-1,1,1
1,114,16100,16184,116,131,0,0,0,0,5,759,759,5,5,0,0,0,0,1,0,0,0,0,0,0,4,455,344,-1,1,1
2,117,16254,16184,116,131,0,0,0,0,5,759,759,5,5,0,0,0,0,2,0,0,0,0,0,0,4,455,344,-1,1,1
3,115,16170,16184,116,131,0,0,0,0,5,759,759,5,5,0,0,0,0,3,0,0,0,0,0,0,4,455,344,-1,1,1
1,235,24774,17088,123,141,0,0,0,0,26,2282,556,4,4,0,0,0,0,1,0,0,0,0,0,0,5,595,483,-1,1,1
2,124,17130,24788,236,141,0,0,0,0,4,556,2282,26,4,0,0,0,0,2,0,0,0,0,0,0,5,595,483,-1,1,1
3,121,17004,17130,124,141,0,0,0,0,4,556,556,4,4,0,0,0,0,3,0,0,0,0,0,0,5,595,483,-1,1,1
1,241,25608,17964,130,151,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,5,621,509,-1,1,1
2,131,18006,25734,244,151,0,0,0,0,2,278,348,3,5,0,0,0,0,2,761,7612,761,7612,761,0,5,621,509,-1,1,1
3,127,17838,18006,131,151,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,5,621,509,-1,1,1
1,3300,12779516,19480,143,166,0,0,0,0,100,5728,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,4223,4118,-1,1,1
2,271,27945,12794052,3518,166,0,0,0,0,5,598,12060,196,5,0,0,0,0,2,1121,6454434,1121,6454434,1121,0,6,4223,4118,-1,1,1
3,524,6336981,6331256,443,166,0,0,0,0,100,6888,598,5,5,0,0,0,0,3,0,0,0,0,0,0,6,4223,4118,-1,1,1
1,247,26442,18840,137,161,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,647,535,-1,1,1
2,138,18882,26610,251,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,647,535,-1,1,1
3,133,18672,18882,138,161,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,4,647,535,-1,1,1
1,256,27596,19952,145,171,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,673,561,-1,1,1
2,147,20036,27764,260,171,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,673,561,-1,1,1
3,141,19784,20036,147,171,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,673,561,-1,1,1
1,367,35633,20828,152,181,0,0,0,0,30,2549,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,812,700,-1,1,1
2,154,20912,28640,267,181,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,812,700,-1,1,1
3,147,20618,28115,259,181,0,0,0,0,4,556,2549,30,5,0,0,0,0,3,225,7087,225,7087,225,0,5,812,700,-1,1,1
1,548,6339936,21662,158,191,0,0,0,0,33,789175,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,1012,900,-1,1,1
2,161,21788,29516,274,191,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,1012,900,-1,1,1
3,153,21452,6332418,440,191,0,0,0,0,4,556,789175,33,5,0,0,0,0,3,118242,6310440,118242,6310440,118242,0,6,1012,900,-1,1,1
1,554,6340770,22538,165,201,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,5,1038,926,-1,1,1
2,168,22664,30392,281,201,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,5,1038,926,-1,1,1
3,159,22286,6333294,447,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,630335,6303353,630335,6303353,630335,0,5,1038,926,-1,1,1
1,564,6341966,23650,173,211,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1065,953,-1,1,1
2,177,23818,31588,291,211,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1065,953,-1,1,1
3,167,23398,6334448,456,211,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,1065,953,-1,1,1
1,571,6342842,24484,179,221,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1213,1101,-1,1,1
2,184,24694,40261,412,221,0,0,0,0,4,556,2153,24,5,0,0,0,0,2,192,7681,192,7681,192,0,5,1213,1101,-1,1,1
3,287,32029,6335324,463,221,0,0,0,0,24,2153,556,4,5,0,0,0,0,3,0,0,0,0,0,0,5,1213,1101,-1,1,1
1,577,6343676,25360,186,231,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,0,6,1413,1301,-1,1,1
2,191,25570,6344563,593,231,0,0,0,0,4,556,920444,36,4,0,0,0,0,2,630335,6311033,630335,6311033,630335,0,6,1413,1301,-1,1,1
3,467,6336289,6336200,470,231,0,0,0,0,36,920444,556,4,4,0,0,0,0,3,0,0,0,0,0,0,6,1413,1301,-1,1,1
1,583,6344510,26278,194,241,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,5,1443,1329,-1,1,1
2,200,26558,6345481,601,241,0,0,0,0,3,348,278,2,5,0,0,0,0,2,630335,6303352,630335,6303352,630335,0,5,1443,1329,-1,1,1
3,474,6337193,6337118,478,241,0,0,0,0,3,348,278,2,5,0,0,0,0,3,0,0,0,0,0,0,5,1443,1329,-1,1,1
1,589,6345344,27112,200,251,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,1468,1353,-1,1,1
2,206,27392,6346315,607,251,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,0,4,1468,1353,-1,1,1
3,480,6338027,6337952,484,251,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,0,4,1468,1353,-1,1,1
1,377,25848,8716,62,56,0,0,0,0,98,5632,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,678,582,-1,1,1
2,66,8884,16945,184,56,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,7945,0,7945,0,0,6,678,582,-1,1,1
3,180,16805,25612,376,56,0,0,0,0,5,626,5632,98,5,0,0,0,0,3,507,16578,507,16578,507,0,6,678,582,-1,1,1
1,578,37361,9823,70,66,0,0,0,0,104,6105,829,6,5,0,0,0,0,1,0,0,0,0,0,0,6,1070,970,-1,1,1
2,73,9921,6321430,365,66,0,0,0,0,5,759,2233435,68,5,0,0,0,0,2,249514,6311323,249514,6311323,249514,0,6,1070,970,-1,1,1
3,360,6321220,37195,578,66,0,0,0,0,67,2233365,6105,104,5,0,0,0,0,3,534,26892,534,26892,534,0,6,1070,970,-1,1,1
1,772,48351,10657,76,76,0,0,0,0,99,5686,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,1287,1184,-1,1,1
2,81,10867,6322306,372,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,6311323,0,6311323,0,0,6,1287,1184,-1,1,1
3,366,6322054,48115,771,76,0,0,0,0,4,556,5686,99,5,0,0,0,0,3,507,37044,507,37044,507,0,6,1287,1184,-1,1,1
1,971,59595,11491,82,86,0,0,0,0,98,5450,278,2,4,0,0,0,0,1,0,0,0,0,0,0,5,1495,1392,-1,1,1
2,87,11701,6323140,378,86,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,0,5,1495,1392,-1,1,1
3,372,6322888,59359,970,86,0,0,0,0,2,278,5450,98,4,0,0,0,0,3,459,46926,459,46926,459,0,5,1495,1392,-1,1,1
1,1341,6374123,12325,88,96,0,0,0,0,160,2238070,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,1884,1781,-1,1,1
2,94,12577,6324016,385,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,1884,1781,-1,1,1
3,378,6323722,6373887,1340,96,0,0,0,0,2,278,2238070,160,5,0,0,0,0,3,631357,6360504,631357,6360504,631357,0,6,1884,1781,-1,1,1
1,1723,12689496,13437,96,106,0,0,0,0,167,2369705,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,2301,2198,-1,1,1
2,103,13731,12628859,572,106,0,0,0,0,4,556,2364413,69,5,0,0,0,0,2,249512,6303615,249512,6303615,249512,0,6,2301,2198,-1,1,1
3,386,6324834,6385571,1544,106,0,0,0,0,4,556,5848,102,5,0,0,0,0,3,-6280,0,-6280,0,-6280,0,6,2301,2198,-1,1,1
1,1924,12700860,14313,103,116,0,0,0,0,102,5848,556,4,4,0,0,0,0,1,0,0,0,0,0,0,7,2698,2594,-1,1,1
2,110,14607,18933228,754,116,0,0,0,0,4,556,2364415,69,4,0,0,0,0,2,630341,12607034,630341,12607034,630341,0,7,2698,2594,-1,1,1
3,568,12629231,6396977,1746,116,0,0,0,0,70,2364485,5848,102,4,0,0,0,0,3,486,78246,486,78246,486,0,7,2698,2594,-1,1,1
1,2121,12711996,15147,109,126,0,0,0,0,98,5462,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,2913,2809,-1,1,1
2,116,15441,18934132,761,126,0,0,0,0,2,278,348,3,5,0,0,0,0,2,630341,6303419,630341,6303419,630341,0,6,2913,2809,-1,1,1
3,574,12630065,6408183,1944,126,0,0,0,0,2,278,5532,99,5,0,0,0,0,3,464,88452,464,88452,464,0,6,2913,2809,-1,1,1
1,2428,12730814,16296,118,136,0,0,0,0,139,8433,278,2,4,0,0,0,0,1,0,0,0,0,0,0,6,3243,3135,-1,1,1
2,124,16520,18935211,769,136,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,0,6,3243,3135,-1,1,1
3,581,12631102,6427043,2252,136,0,0,0,0,2,278,8433,139,4,0,0,0,0,3,1766,106117,1766,106117,1766,0,6,3243,3135,-1,1,1
1,2627,12742256,17408,126,146,0,0,0,0,101,5794,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,3451,3340,-1,1,1
2,133,17702,18936323,777,146,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,3451,3340,-1,1,1
3,589,12632214,6438415,2450,146,0,0,0,0,4,556,5794,101,5,0,0,0,0,3,475,116431,475,116431,475,0,6,3451,3340,-1,1,1
1,2826,12753500,18242,132,156,0,0,0,0,100,5728,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,3685,3574,-1,1,1
2,139,18536,18937157,783,156,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,3685,3574,-1,1,1
3,595,12633048,6449659,2649,156,0,0,0,0,4,556,5728,100,5,0,0,0,0,3,11993,119934,11993,119934,11993,0,5,3685,3574,-1,1,1
1,3027,12764840,19118,139,166,0,0,0,0,100,5740,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,3899,3788,-1,1,1
2,148,19496,18938117,792,166,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,3899,3788,-1,1,1
3,601,12633882,6461041,2851,166,0,0,0,0,4,556,5740,100,5,0,0,0,0,3,469,129870,469,129870,469,0,5,3899,3788,-1,1,1
1,3220,12775772,19994,146,176,0,0,0,0,96,5354,278,2,5,0,0,0,0,1,0,0,0,0,0,0,7,4400,4289,-1,1,1
2,268,28103,25242420,973,176,0,0,0,0,43,3261,2495407,70,5,0,0,0,0,2,0,0,0,0,0,0,7,4400,4289,-1,1,1
3,781,18938143,6479746,3158,176,0,0,0,0,70,2495407,8337,137,5,0,0,0,0,3,840,147637,840,147637,840,0,7,4400,4289,-1,1,1
1,90,12603,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,1648,1542,-1,1,1
2,744,47701,47895,744,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,2,518,34884,518,34884,518,0,6,1648,1542,-1,1,1
3,742,47811,47937,745,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,3,518,34884,518,34884,518,0,6,1648,1542,-1,1,1
1,98,13715,13799,100,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,2054,1948,-1,1,1
2,945,59211,59405,945,106,0,0,0,0,104,5944,5944,104,5,0,0,0,0,2,502,44874,502,44874,502,0,6,2054,1948,-1,1,1
3,942,59279,59447,946,106,0,0,0,0,104,5944,5944,104,5,0,0,0,0,3,502,44874,502,44874,502,0,6,2054,1948,-1,1,1
1,104,14549,14675,107,116,0,0,0,0,4,556,598,5,5,0,0,0,0,1,0,0,0,0,0,0,6,2470,2364,-1,1,1
2,1146,70563,70757,1146,116,0,0,0,0,106,6052,6052,106,5,0,0,0,0,2,534,55404,534,55404,534,0,6,2470,2364,-1,1,1
3,1142,70589,70799,1147,116,0,0,0,0,105,6010,6052,106,5,0,0,0,0,3,534,55404,534,55404,534,0,6,2470,2364,-1,1,1
1,112,15467,15635,116,126,0,0,0,0,4,362,404,5,5,0,0,0,0,1,0,0,0,0,0,0,6,2908,2800,-1,1,1
2,1347,81903,82167,1348,126,0,0,0,0,99,5492,5562,100,5,0,0,0,0,2,567,66366,567,66366,567,0,6,2908,2800,-1,1,1
3,1343,81957,82139,1348,126,0,0,0,0,100,5728,5492,99,5,0,0,0,0,3,567,66366,567,66366,567,0,6,2908,2800,-1,1,1
1,222,23278,16742,124,136,0,0,0,0,105,7052,348,3,5,0,0,0,0,1,0,0,0,0,0,0,7,3419,3305,-1,1,1
2,1544,93204,100144,1647,136,0,0,0,0,100,5574,12250,202,5,0,0,0,0,2,448,70848,448,70848,448,0,7,3419,3305,-1,1,1
3,1539,93188,93412,1545,136,0,0,0,0,99,5504,5546,100,5,0,0,0,0,3,567,76518,567,76518,567,0,7,3419,3305,-1,1,1
1,245,25633,17854,132,146,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,0,0,0,0,0,9,4121,4007,-1,1,1
2,1911,6276196,119775,1968,146,0,0,0,0,266,6177210,12648,206,5,0,0,0,0,2,448,70848,448,70848,448,0,9,4121,4007,-1,1,1
3,1845,111576,6276474,1913,146,0,0,0,0,205,12606,6177210,266,5,0,0,0,0,3,617697,6258186,617697,6258186,617697,0,9,4121,4007,-1,1,1
1,252,26509,18688,138,156,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,0,0,0,0,0,9,4560,4446,-1,1,1
2,2124,6419708,132154,2180,156,0,0,0,0,103,5890,5890,103,5,0,0,0,0,2,583,105139,583,105139,583,0,9,4560,4446,-1,1,1
3,2056,123913,6419986,2126,156,0,0,0,0,102,5848,5890,103,5,0,0,0,0,3,583,6400876,583,6400876,583,0,9,4560,4446,-1,1,1
1,258,27343,19522,144,166,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,8,4974,4860,-1,1,1
2,2325,6431072,143518,2381,166,0,0,0,0,106,6064,6064,106,5,0,0,0,0,2,-10200,0,-10200,0,-10200,0,8,4974,4860,-1,1,1
3,2257,135277,6431350,2327,166,0,0,0,0,106,6064,6064,106,5,0,0,0,0,3,-10200,0,-10200,0,-10200,0,8,4974,4860,-1,1,1
1,362,34641,20398,151,176,0,0,0,0,100,6742,320,3,5,0,0,0,0,1,0,0,0,0,0,0,7,5484,5370,-1,1,1
2,2526,6442412,154858,2582,176,0,0,0,0,106,5870,5870,106,5,0,0,0,0,2,594,118422,594,118422,594,0,7,5484,5370,-1,1,1
3,2457,146575,6449154,2626,176,0,0,0,0,105,5828,12334,204,5,0,0,0,0,3,11248,112482,11248,112482,11248,0,7,5484,5370,-1,1,1
1,385,36848,21316,159,186,0,0,0,0,2,278,362,4,4,0,0,0,0,1,0,0,0,0,0,0,7,5891,5777,-1,1,1
2,2720,6453350,165754,2775,186,0,0,0,0,97,5372,5330,96,4,0,0,0,0,2,475,128142,475,128142,475,0,7,5891,5777,-1,1,1
3,2647,157345,6461423,2836,186,0,0,0,0,94,5246,5372,97,4,0,0,0,0,3,475,135821,475,135821,475,0,7,5891,5777,-1,1,1
1,393,37960,22428,167,196,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,7,6559,6445,-1,1,1
2,3071,12504382,183320,3066,196,0,0,0,0,256,6045562,12096,196,5,0,0,0,0,2,1181,144866,1181,144866,1181,0,7,6559,6445,-1,1,1
3,2938,174911,12512455,3187,196,0,0,0,0,196,12096,6045562,256,5,0,0,0,0,3,-13305,0,-13305,0,-13305,0,7,6559,6445,-1,1,1
1,399,38794,23304,174,206,0,0,0,0,4,556,598,5,5,0,0,0,0,1,0,0,0,0,0,0,8,7237,7123,-1,1,1
2,3379,12785305,6235461,3432,206,0,0,0,0,199,12246,6045670,258,5,0,0,0,0,2,570,150573,570,150573,570,0,8,7237,7123,-1,1,1
3,3303,6227010,12793378,3495,206,0,0,0,0,257,6045628,12246,199,5,0,0,0,0,3,644624,6446245,644624,6446245,644624,0,8,7237,7123,-1,1,1
1,406,39670,24138,180,216,0,0,0,0,3,320,278,2,5,0,0,0,0,1,0,0,0,0,0,0,9,7764,7650,-1,1,1
2,3593,12797840,6516005,3735,216,0,0,0,0,97,5396,11266,186,5,0,0,0,0,2,631372,6464293,631372,6464293,631372,0,9,7764,7650,-1,1,1
3,3605,6507512,12805913,3709,216,0,0,0,0,185,11224,5396,97,5,0,0,0,0,3,475,6464360,475,6464360,475,0,9,7764,7650,-1,1,1
1,61,8480,8202,59,51,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,0,6,1026,931,-1,1,1
